R059632	-2.404	5131	2.6	0.553	11.911	223.58099	-33.912998
R059918	-1.992	5035	2.349	0.239	11.058	189.89301	-41.089001
R060118	-2.579	4296	0.592	-0.733	10.474	236.2	-8.9280005
R060170	-1.896	4447	2.021	-0.414	9.054	238.687	-7.868
R060352	-2.001	5221	2.681	0.412	11.041	196.35201	-39.523998
R060729	-2.626	4756	1.194	-0.257	10.408	170.295	-36.688999
R060740	-2.498	4875	1.657	0.128	9.683	171.467	-36.787998
R060972	-2.613	4545	1.06	-0.604	10.156	290.95901	-27.26
R061345	-2.266	4782	1.502	-0.133	10.259	296.75699	-23.893
R061499	-2.561	4518	0.63	-0.61	9.446	325.746	-4.177
R061685	-2.177	4889	1.538	-0.031	11.699	210.07201	-39.66
R061929	-1.851	5438	2.537	-0.214	11.02	227.355	-30.288
R062061	-2.241	4950	1.848	0.377	11.416	220.519	-34.556999
R062183	-2.535	4575	0.836	-0.368	10.937	247.28999	-13.022
R062241	-2.496	5231	2.126	0.694	11.239	213.222	-35.882
R062524	-2.82	4758	1.461	0.109	10.858	292.534	-35.988998
R062897	-1.909	6446	2.64	0.536	10.67	252.933	-20.490999
R063344	-2.209	4631	0.91	-0.39	10.456	215.26401	-37.764
R063401	-1.941	4728	1.661	-0.073	11.198	218.15601	-36.507
R063766	-2.531	5355	3.079	0.82	11.511	306.14401	-42.558998
R063784	-2.548	4794	1.568	-0.117	10.86	355.44	-35.810001
R064168	-2.608	4621	1.485	-0.463	11.124	322.61401	-48.794998
R064425	-2.566	4497	1.219	-0.475	10.248	228.62601	-39.651001
R064661	-2.71	4697	1.784	0.293	11.009	322.31601	-42.605999
R064792	-2.642	4549	0.661	-0.907	9.655	348.233	-37.991001
R064870	-2.863	5984	2.976	0.847	10.646	230.41701	-35.636002
R065093	-2.109	4951	1.475	0.143	10.654	281.05701	-48.158001
R065402	-1.108	4081	0.931	-0.723	9.11	236.897	-6.79
R065618	-2.462	4454	0.317	-0.797	9.334	309.746	-2.8699999
R065851	-2.975	4602	1.032	-0.286	10.548	317.492	-9.7609997
R066150	-2.132	4683	1.132	-0.367	8.985	225.599	-19.806999
R066381	-2.277	4606	1.057	-0.494	11.514	321.32199	-18.822001
R066828	-1.737	4915	1.398	-0.125	8.94	1.0599999	-26.952
R067104	-2.411	4508	1.015	-0.749	10.59	273.14801	-64.460999
R067933	-3.204	5929	1.298	-9.999	11.219	260.556	-2.6559999
R068336	-2.741	4383	0.588	-0.8	9.263	301.00201	-40.063
R069143	-1.989	5262	2.607	0.214	10.706	308.30099	-42.007
R069257	-2.378	4982	1.424	0.151	9.48	346.461	-25.955999
R070643	-1.86	5005	2.104	0.006	10.732	298.99899	-17.259001
R071112	-2.022	5054	2.112	0.434	11.308	319.86301	-40.486
R071597	-2.809	4989	1.519	0.521	9.265	334.785	-23.563
R072405	-2.56	4557	0.584	-0.851	9.798	312.01199	-65.966003
R072488	-3.082	4483	1.284	-0.828	10.179	10.029	-43.422001
R072812	-2.193	4519	0.599	-0.643	8.22	318.04599	-7.6919999
R073317	-2.912	4510	0.497	-0.469	10.703	354.09201	-56.130001
R073354	-1.822	4911	1.935	-0.014	8.811	5.9099998	-17.653
R073886	-2.626	4705	1.433	-0.2	10.069	298.84	-46.233002
R074460	-1.941	5363	3.052	0.403	12.03	83.452003	-25.672001
R074566	-2.326	5324	2.595	-0.091	9.434	334.04901	-53.330002
R074600	-2.426	5194	2.402	0.345	11.431	337.754	-55.280998
R074677	-2.636	4956	1.967	0.698	9.436	348.25	-45.118
R074862	-2.978	4807	1.902	0.031	11.002	63.057999	-12.085
R075627	-2.469	4818	1.008	0.325	9.428	9.4300003	-12.078
R076406	-2.245	4770	1.298	0.166	9.459	18.843	-80.377998
R077263	-2.304	4823	1.742	0.084	9.072	76.460999	-21.752001
R079668	-2.405	5130	2.228	1.776	11.696	91.474998	-33.108002
R079998	-2.646	4771	1.321	-0.238	8.873	181.604	-47.688
R081906	-1.774	6161	3.736	0.204	12.291	130.414	-14.223
R082089	-2.454	4818	1.37	-0.059	9.909	175.287	-45.591
R082433	-1.986	5007	1.524	0.312	11.174	168.54201	-11.502
R084030	-2.959	4918	1.276	-0.02	9.569	142.457	-29.1
R084518	-2.634	5018	1.724	0.693	9.343	181.229	-78.079002
R085274	-2.318	4984	1.702	0.401	9.295	174.491	-35.661999
R085275	-2.338	5026	1.507	0.002	9.787	174.73199	-35.557999
R085582	-2.622	5793	0.652	2.305	9.657	177.45	-8.2889996
R085808	-2.032	5116	1.501	0.075	10.191	190.45	-47.271999
R086456	-1.745	5905	3.533	-0.03	10.776	207.28	-42.756001
R086471	-2.377	4730	1.593	-0.406	10.581	208.867	-45.589001
R086703	-1.297	5309	2.239	0.158	11.507	184.03999	-45.848
R086867	-2.026	5010	1.36	-0.016	10.934	194.99899	-45.032001
R087617	-2.739	4316	0.76	-0.658	6.841	241.67599	-16.546
R087947	-0.366	6371	3.842	0.036	10.07	204.854	-4.4400001
R088425	-2.832	4639	1.195	-0.24	9.247	204.45399	-8.4379997
R089116	-2.938	4911	1.662	0.401	9.613	228.993	-20.639
R089128	-2.328	4637	0.989	-0.341	8.641	229.786	-21.572001
R089304	-0.992	4801	2.182	-0.094	9.032	151.04601	-7.98
R089463	-0.56	4996	3.412	-0.061	8.997	227.858	-16.035
R089495	-0.861	4741	3.575	-0.003	9.065	230.867	-15.177
R090146	-2.179	5023	1.678	-0.118	8.476	247.23399	-10.249
R090451	-2.003	4915	1.442	-0.122	8.684	217.16299	-20.75
R091168	-0.562	4347	2.208	-0.36	8.532	245.05901	-1.522
R091193	-1.166	4077	1.175	-0.817	7.893	243.116	-3.4219999
R091199	-0.284	4732	2.886	-0.145	7.653	243.172	-4.5669999
R091253	-2.563	4706	1.248	-0.129	8.413	249.88	-5.381
R091548	-2.094	4576	0.904	-0.383	9.197	177.83299	-22.775
R091613	-0.859	5029	2.55	-0.074	8.302	196.634	-10.612
R091908	-0.575	6636	3.133	0.293	9.66	250.974	-4.0430002
R091927	-1.981	4830	1.675	0.056	8.93	140.45	-2.25
R092192	-1.041	6339	3.41	0.383	9.842	181.10201	-16.909
R092499	-2.367	6139	3.292	1.248	9.489	142.754	-3.0680001
R092658	-0.023	4885	2.798	-0.206	8.332	157.006	-7.3429999
R093343	-3.533	5028	0.875	1.945	9.56	219.862	-19.82
R093476	-1.005	4970	3.096	-0.166	9.149	238.55901	-8.8669996
R093500	-0.61	4426	2.627	-0.514	7.426	238.08099	-11.129
R093894	-2.2	4526	0.803	-0.411	8.973	178.67999	-31.129999
R094014	-2.675	4689	1.186	-0.24	9.862	209.371	-19.139
R094161	-2.7	5029	1.633	-0.156	9.681	293.409	-59.984001
R094476	-2.606	4244	0.429	-0.717	9.227	251.463	-4.4959998
R094675	-1.533	5874	3.14	0.545	10.314	179.601	-13.089
R094676	-2.446	6019	3.248	0.491	9.601	208.737	-32.951
R095577	-2.322	4663	1.195	-0.017	9.59	238.14301	-10.233
R096024	-2.177	5457	3.175	0.422	9.829	226.62	-14.468
R096479	-2.378	5050	2.206	0.455	9.976	213.131	-5.0339999
R097006	-2.289	4174	0.432	-0.76	9.651	219.66901	-2.691
R097048	-1.146	5778	3.675	-0.163	9.696	217.427	-4.2849998
R097979	-2.298	5365	1.447	-0.218	9.801	232.776	-11.134
R098053	-2.865	4802	1.28	-0.022	8.981	249.157	-3.3929999
R098339	-2.477	4852	1.288	-0.162	9.917	175.123	-22.351999
R098545	-2.399	4574	1.99	-0.426	9.791	213.58299	-22.349001
R099103	-2.463	5278	2.373	1.034	9.396	178.72501	-26.287001
R099670	-1.686	5992	3.448	0.569	9.928	149.256	-1.359
R099828	-2.242	4897	2.071	0.598	10.066	196.017	-24.143999
R099925	-2.761	4984	1.626	1.983	9.202	219.547	-21.336
R100565	-2.123	4385	1.064	-0.343	9.205	226.98801	-7
R100672	-2.285	4825	1.782	0.008	9.576	253.226	-0.753
R100934	-2.359	4773	1.21	-0.184	9.553	221.55901	-12.651
R101002	-2.575	5147	2.264	0.629	10.477	244.92999	-2.408
R101004	-2.5	4886	1.755	0.39	10.225	244.696	-1.761
R101422	-2.098	4773	1.355	-0.208	10.441	155.008	-19.806999
R101629	-2.462	4489	0.912	0.354	9.224	224.315	-19.563999
R102003	-3.413	4748	1.51	-0.188	9.675	169.64999	-6.8460002
R102613	-3.49	4980	1.124	0.853	9.684	201.06	-18.106001
R102690	-2.275	5387	2.629	0.554	10.031	203.785	-18.124001
R102720	-2.705	4578	0.996	-0.806	9.724	227.82001	0.424
R102792	-2.59	4797	1.548	0.186	10.086	235.517	-1.522
R103254	-2.182	4617	0.996	-0.358	9.7	179.384	-21.118999
R103477	-3.073	4410	0.568	-0.597	9.588	226.963	-10.854
R103586	-2.769	4372	0.533	-0.534	9.676	238.60001	-15.809
R104144	-2.635	5110	2.659	0.665	9.433	305.12201	-27.125999
R104377	-2.013	4878	1.452	0.085	10.465	251.897	-3.767
R104550	-1.929	4743	1.358	-0.156	10.327	253.252	-0.919
R104658	-0.296	5963	4.226	-0.056	9.989	308.86301	-17.572001
R104706	-1.736	4815	1.513	-0.077	9.233	167.082	-20.476999
R105446	-2.472	4934	1.521	0.331	9.939	225.311	-29.360001
R105643	-2.559	4407	0.746	-0.683	9.209	304.12399	-31.403999
R105683	-2.163	5131	2.62	0.397	10.01	165.702	-3.0239999
R105795	-2.888	5344	1.725	0.029	10.114	244.679	-6.5149999
R106392	-2.272	4873	1.332	-0.233	9.834	196.68401	-25.348
R106621	-1.931	5252	2.69	0.18	10.292	305.42099	-55.841999
R106630	-1.543	4753	1.288	1.435	10.391	303.69199	-56.591999
R106777	-3.322	5057	2.152	1.334	10.177	335.64999	-1.641
R106978	-2.932	4835	1.065	-0.607	10.471	199.946	-4.3860002
R107095	-0.732	4856	2.984	-0.146	10.206	220.25101	-8.4440002
R107112	-1.28	6304	3.566	0.564	10.788	166.948	-14.045
R107193	-2.316	4886	1.535	-0.078	10.186	195.10699	-16.612
R107428	-1.623	6082	3.668	0.375	10.831	335.98001	-15.525
R107531	-2.373	6222	3.406	0.6	10.446	169.29601	-31.164
R107576	-2.249	4595	0.651	0.065	10.05	195.5	-8.7250004
R107608	-1.665	4907	1.865	0.021	10.422	197.45399	-9.427
R108010	-0.115	5775	4.323	0.17	10.561	323.51999	-4.8530002
R108176	-2.181	4751	1.21	-0.022	10.515	174.754	-5.9710002
R108382	-2.066	4660	1.501	-0.352	9.834	246.474	-6.289
R108487	-2.661	4645	0.49	-0.203	9.908	269.328	-83.900002
R110037	-2.481	4599	1.009	-0.443	10.002	237.968	-7.5910001
R110305	-1.578	5917	4.624	0.371	10.124	307.22101	-24.819
R110895	-0.904	4863	2.699	-0.094	10.081	215.11301	-2.9119999
R110975	-1.53	5150	1.638	-0.356	9.701	243.881	-6.5349998
R111380	-2.313	5162	2.348	0.52	9.891	174.408	-52.040001
R111850	-2.533	4544	1.796	-0.469	9.886	322.96399	-70.514999
R112046	-2.068	5317	2.931	0.365	10.226	181.252	-13.614
R112200	-2.455	4687	1.076	-0.449	9.407	221.979	-27.271
R112258	-2.242	4871	1.939	0.285	10.864	246.651	-3.5580001
R112347	-2.903	5118	2.513	0.534	10.928	296.461	-39.442001
R112715	-2.448	4645	1.213	-0.203	9.634	200.414	-11.635
R112768	-2.528	5009	2.725	0.293	9.739	212.147	-15.523
R113129	-2.539	4577	1.281	-0.485	9.673	313.72101	-47.174999
R113260	-2.586	5410	2.852	0.728	9.721	331.01501	-40.488998
R113341	-2.312	4180	2.858	-0.83	10.009	182.569	-6.835
R113581	-2.361	4833	1.494	-0.514	9.905	236.646	-15.679
R113597	-2.432	5897	2.813	0.576	10.495	238.04601	-14.51
R113987	-1.499	4739	1.944	-0.377	9.568	341.16101	-45.294998
R114403	-2.014	4162	0.251	-0.808	10.033	308.35699	-19.700001
R114459	-3.335	4829	1.778	0.05	10.495	314.729	-17.983
R114923	-1.989	4955	1.934	0.255	10.453	188.661	-7.8260002
R114924	-1.316	6301	3.3	0.377	10.612	188.722	-8.0950003
R115116	-1.707	5537	2.016	0.092	9.604	343.30899	-11.22
R115383	-2.79	4813	1.847	-0.323	9.442	288.923	-63.722
R115411	-2.367	4838	1.308	-0.371	9.762	307.439	-12.823
R115769	-1.958	5114	1.957	0.397	9.471	190.23801	-40.862
R115880	-2.336	5284	2.276	-0.098	9.776	302.633	-35.981998
R116041	-2.575	4746	1.673	-0.075	9.043	312.703	-33.924999
R116302	-2.474	4690	1.233	-0.386	9.568	194.146	-46.388
