260,SDSSJ0723+3637 ,07:23:52.210,+36:37:57.20,110.967540,+36.632560,181.82226,+21.88887,0.0609,-9.99,-9.99,-9.99,-9.99
261,BD+24_1676     ,07:30:41.265,+24:05:10.25,112.671937,+24.086180,194.93316,+18.93897,0.0567,11.15,10.80, 9.81, 9.54
262,SDSSJ0741+6708 ,07:41:04.220,+67:08:01.80,115.267580,+67.133830,148.81984,+29.63417,0.0404,-9.99,-9.99,-9.99,-9.99
263,SMSSJ0800-7246 ,08:00:50.540,-72:46:20.60,120.210580,-72.772390,285.31668,-20.91104,0.2833,-9.99,-9.99,-9.99,-9.99
264,SDSSJ0817+2641 ,08:17:54.930,+26:41:03.80,124.478880,+26.684390,196.20917,+29.85149,0.0372,-9.99,-9.99,-9.99,-9.99
265,BS17139-007    ,08:54:12.500,+29:19:14.60,133.552080,+29.320720,195.67578,+38.27058,0.0261,-9.99,-9.99,13.45,13.07
266,SDSSJ0858+3541 ,08:58:33.350,+35:41:27.30,134.638960,+35.690920,187.77912,+40.29359,0.0311,-9.99,-9.99,-9.99,-9.99
267,SMSSJ0859-1201 ,08:59:24.060,-12:01:04.90,134.850250,-12.018030,239.87247,+21.48276,0.0449,-9.99,-9.99,-9.99,-9.99
268,HE0858-0016    ,09:01:32.365,-00:28:01.92,135.384854,-00.467200,229.59883,+28.34558,0.0371,15.70,14.72,12.77,12.07
269,SMSSJ0902-1227 ,09:02:47.430,-12:27:55.00,135.697630,-12.465280,240.78604,+21.88915,0.0668,-9.99,-9.99,-9.99,-9.99
270,SMSSJ0912-0644 ,09:12:10.400,-06:44:27.90,138.043330,-06.741080,237.16824,+27.11275,0.0410,-9.99,-9.99,-9.99,-9.99
271,SDSSJ0912+0216 ,09:12:43.720,+02:16:23.70,138.182170,+02.273250,228.56486,+32.15799,0.0280,-9.99,-9.99,-9.99,-9.99
272,SDSSJ0918+3744 ,09:18:49.900,+37:44:27.00,139.707920,+37.740830,185.49671,+44.52074,0.0126,16.20,-9.99,-9.99,-9.99
273,SDSSJ0924+4059 ,09:24:01.850,+40:59:28.70,141.007710,+40.991310,180.91355,+45.56554,0.0177,-9.99,-9.99,-9.99,-9.99
274,HE0926-0508    ,09:28:55.349,-05:21:40.38,142.230621,-05.361217,238.67552,+31.29750,0.0372,12.34,12.19,11.28,10.95
275,HE0926-0546    ,09:29:27.900,-05:59:43.00,142.366250,-05.995280,239.36467,+31.02824,0.0388,14.23,-9.99,-9.99,-9.99
276,SMSSJ0932-0034 ,09:32:09.410,-00:34:35.80,143.039210,-00.576610,234.57426,+34.72172,0.0334,-9.99,-9.99,-9.99,-9.99
277,2MASSJ0938-0600,09:38:07.770,-06:00:39.20,144.532380,-06.010890,240.91540,+32.73334,0.0263,-9.99,-9.99,-9.99,-9.99
278,SMSSJ0938-0705 ,09:38:29.270,-07:05:20.90,144.621960,-07.089140,241.98606,+32.13834,0.0319,-9.99,-9.99,-9.99,-9.99
279,SMSSJ0940-0609 ,09:40:29.050,-06:09:35.00,145.121040,-06.159720,241.48422,+33.10319,0.0280,-9.99,-9.99,-9.99,-9.99
280,HE0938+0114    ,09:40:43.201,+01:00:29.60,145.180004,+01.008222,234.43779,+37.38296,0.1013,10.89,10.50, 9.55, 9.26
281,HE0945-1435    ,09:47:50.700,-14:49:07.00,146.961250,-14.818610,250.52061,+28.82600,0.0627,15.11,14.80,-9.99,13.84
282,SMSSJ0947-1027 ,09:47:55.040,-10:27:24.70,146.979330,-10.456860,246.79320,+31.77107,0.0462,-9.99,-9.99,-9.99,-9.99
283,SMSSJ0951-4014 ,09:51:20.490,-40:14:31.30,147.835370,-40.242030,269.59750,+10.69586,0.3209,-9.99,-9.99,-9.99,-9.99
284,HD237846       ,09:52:38.684,+57:54:58.59,148.161182,+57.916276,155.63385,+46.25006,0.0107,10.60, 9.95, 8.36, 7.82
285,HD085773       ,09:53:39.242,-22:50:08.43,148.413510,-22.835675,257.93455,+24.11757,0.0470,10.51, 9.43, 7.23, 6.05
286,HE0951-1152    ,09:54:17.337,-12:06:15.19,148.572237,-12.104219,249.46364,+31.82434,0.0489,16.36,15.67,14.25,13.75
287,SMSSJ1002-0001 ,10:02:51.130,-00:01:52.10,150.713040,-00.031140,239.70499,+41.27074,0.0344,-9.99,-9.99,-9.99,-9.99
288,HE1005-1439    ,10:07:52.393,-14:54:21.00,151.968304,-14.905833,254.55172,+32.19873,0.0758,14.44,13.52,12.24,11.70
289,HE1006-2218    ,10:09:00.685,-22:33:29.98,152.252854,-22.558328,260.65584,+26.68294,0.0666,14.20,13.77,12.92,12.63
290,HD088609       ,10:14:28.984,+53:33:39.35,153.620765,+53.560931,159.51491,+50.91963,0.0093, 9.54, 8.62, 6.67, 6.01
291,HE1012-1540    ,10:14:53.480,-15:55:53.20,153.722830,-15.931440,256.84785,+32.59090,0.0702,-9.99,14.04,12.70,12.32
292,BS16469-075    ,10:15:10.183,+42:53:17.34,153.792429,+42.888150,176.06301,+54.74678,0.0180,14.19,13.42,11.75,11.20
293,HE1015-0027    ,10:17:35.693,-00:42:24.31,154.398721,-00.706753,243.54506,+43.72626,0.0542,15.62,15.34,14.37,14.10
294,2MASSJ1024-2904,10:24:22.640,-29:04:20.30,156.094330,-29.072310,268.09769,+23.67627,0.0740,-9.99,-9.99,-9.99,-9.99
295,2MASSJ1027-3006,10:27:58.950,-30:06:39.10,156.995620,-30.110860,269.44765,+23.27670,0.0547,-9.99,-9.99,-9.99,-9.99
296,2MASSJ1028-2951,10:28:30.350,-29:51:11.50,157.126460,-29.853190,269.39005,+23.55318,0.0422,-9.99,-9.99,-9.99,-9.99
297,SDSSJ1029+1729 ,10:29:15.150,+17:29:28.00,157.313120,+17.491110,221.78478,+55.86348,0.0271,-9.99,-9.99,-9.99,-9.99
298,2MASSJ1029-0103,10:29:42.480,-01:03:23.80,157.427000,-01.056610,246.72137,+45.77693,0.0533,-9.99,-9.99,-9.99,-9.99
299,HE1029-0546    ,10:31:48.200,-06:01:44.00,157.950830,-06.028890,252.20400,+42.68131,0.0391,15.98,15.63,-9.99,14.37
300,HE1031-0020    ,10:34:24.210,-00:36:08.40,158.600870,-00.602330,247.38620,+46.94894,0.0686,15.10,14.30,12.63,12.09
